,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Correct,Actual Value
0,D.Montgomery o74.5 rushing + receiving yards,Rotowire Sleeper,Detroit Lions,d.montgomery,Green Bay Packers,1.0,0.5833333333333334,1,0.6666666666666666,1,0.6,1,27,10,70,12,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y,84.0
1,S.Laporta o2.5 receptions,Rotowire Sleeper,Detroit Lions,s.laporta,Green Bay Packers,1.0,0.5454545454545454,1,1.0,1,0.8,1,27,10,70,12,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y,5.0
2,J.Jacobs o14.5 receiving yards,Rotowire Prizepicks,Green Bay Packers,j.jacobs,Detroit Lions,0.0,0.5833333333333334,1,0.6666666666666666,1,0.4,0,27,10,70,12,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,N,0.0
3,J.Gibbs o86.5 rushing + receiving yards,Rotowire Sleeper,Detroit Lions,j.gibbs,Green Bay Packers,1.0,0.75,1,1.0,1,0.8,1,27,10,70,12,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,N,73.0
4,J.Jacobs o85.5 rushing + receiving yards,Rotowire Sleeper,Green Bay Packers,j.jacobs,Detroit Lions,0.0,0.8333333333333334,1,1.0,1,1.0,1,27,10,70,12,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,N,66.0
5,J.Jacobs o65.5 rushing yards,Rotowire Sleeper,Green Bay Packers,j.jacobs,Detroit Lions,0.0,0.6666666666666666,1,0.6666666666666666,1,0.8,1,27,10,70,12,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y,66.0
6,S.Laporta o34.5 receiving yards,Rotowire Prizepicks,Detroit Lions,s.laporta,Green Bay Packers,1.0,0.5454545454545454,1,0.3333333333333333,0,0.4,0,27,10,70,12,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y,54.0
7,D.Montgomery o13.5 Rec Yds,Theotherbabs,Detroit Lions,d.montgomery,Green Bay Packers,1.0,0.75,1,1.0,1,1.0,1,27,10,72,12,Snow,Ford Field,indoors,turf,-115.0,1.0,1.869565217391304,0.8695652173913042,Y,33.0
8,J.Jacobs o84.5 rushing + receiving yards,Rotowire Prizepicks,Green Bay Packers,j.jacobs,Detroit Lions,0.0,0.8333333333333334,1,1.0,1,1.0,1,27,10,72,12,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,N,66.0
9,J.Jacobs o86.5 rushing + receiving yards,Rotowire Prizepicks,Green Bay Packers,j.jacobs,Detroit Lions,0.0,0.8333333333333334,1,1.0,1,1.0,1,27,10,72,12,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,N,66.0
10,S.Laporta o36.5 receiving yards,Rotowire Prizepicks,Detroit Lions,s.laporta,Green Bay Packers,1.0,0.4545454545454545,0,0.3333333333333333,0,0.4,0,27,10,68,7,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y,54.0
11,J.Goff o243.5 passing yards,Rotowire Sleeper,Detroit Lions,j.goff,Green Bay Packers,1.0,0.5,0,0.6666666666666666,1,0.4,0,27,10,68,7,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y,283.0
12,J.Jacobs o15.5 receiving yards,Rotowire Prizepicks,Green Bay Packers,j.jacobs,Detroit Lions,0.0,0.5833333333333334,1,0.6666666666666666,1,0.4,0,27,10,68,7,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,N,0.0
13,T.Patrick o21.5 receiving yards,Rotowire Prizepicks,Detroit Lions,t.patrick,Green Bay Packers,1.0,0.6,1,1.0,1,0.6,1,27,12,68,7,Snow,Ford Field,indoors,turf,100.0,1.5,3.0,1.5,Y,43.0
14,J.Goff u33.5 Pass Att,gneiffer07,Detroit Lions,j.goff,Green Bay Packers,1.0,0.75,1,0.3333333333333333,0,0.6,1,27,12,68,7,Snow,Ford Field,indoors,turf,-120.0,1.2,2.2,1.0000000000000002,N,41.0
